category,style,color,waist_type,thickness,type_version,length,matching_id,url,model,id
裤装,短裤,蓝色,正常,薄,正常,短裤,43244,http://item.yohobuy.com/product/pro_411799_522727/HOODLUNNDuanKuHLSH021.html,,57f7cb70f90a8310f062ace8
裤装,运动裤,灰色,正常,,修身,长裤,43178,http://item.yohobuy.com/product/pro_204501_273245/RUNNINGMANRMA502PT03.html,,57f7cb71f90a8310f062acea
裤装,牛仔裤,蓝色,正常,中,正常,长裤,43372,http://item.yohobuy.com/product/pro_363865_463079/KORAKUBLUEChangXiaoKuan638RPinJieShuiXiChiErDanNingNiuZaiKu.html,,57f7cb73f90a8310f062acee
裤装,休闲裤,黑色,正常,中,正常,长裤,42630,http://item.yohobuy.com/product/pro_399333_505965/ABSURDLOGICHuangDanLuoJiHeiSeChouShengShuTuiKuABL16SSPT01.html,束口裤,57f7cb73f90a8310f062acef
裤装,休闲裤,白色,正常,中,正常,7分裤,42878,http://item.yohobuy.com/product/pro_301927_386785/ROARINGWILD152095XingSeXiuXianQiFenKu.html,,57f7cb74f90a8310f062acf2
裤装,休闲裤,棕色,正常,中,正常,长裤,43372,http://item.yohobuy.com/product/pro_312053_401569/EVILDOERXiuXianChangKuEVDA601PT51KAX.html,束口裤,57f7cb73f90a8310f062aced
裤装,牛仔裤,蓝色,正常,中,正常,长裤,43226,http://item.yohobuy.com/product/pro_311965_401481/EVILDOERNiuZaiChangKuEVDA601JN49LBL.html,,57f7cb74f90a8310f062acf1
裤装,短裤,棕色,,,,,43426,http://item.yohobuy.com/product/pro_420689_532961/FNTYFN1612001KuZi.html,,57f7cb76f90a8310f062acf4
裤装,休闲裤,灰色,正常,薄,正常,7分裤,42624,http://item.yohobuy.com/product/pro_413203_524289/TEENTEAMBaiDaCaiJianXiZhuangDiaoJiaoKuTN16F052.html,立体剪裁,57f7cb78f90a8310f062acf9
裤装,休闲裤,黑色,正常,薄,正常,长裤,42658,http://item.yohobuy.com/product/pro_414337_525581/ROARINGWILDJOGGERCPTHeiSeShuJiaoKu161019.html,,57f7cb76f90a8310f062acf5
裤装,牛仔裤,黑色,正常,中,束脚,长裤,43086,http://item.yohobuy.com/product/pro_315893_406439/FURYANIMALSNiuZaiKu8090N042.html,束口裤,57f7cb7af90a8310f062acfd
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,43004,http://item.yohobuy.com/product/pro_377251_481417/C2H4LA16SS021ShuangYaoNiuZaiKu.html,,57f7cb7bf90a8310f062ad01
裤装,休闲裤,黑色,正常,中,宽松,7分裤,42784,http://item.yohobuy.com/product/pro_416925_528525/X132NanShiXiuXianKuaKu07162019001.html,哈伦裤,57f7cb7df90a8310f062ad07
裤装,休闲裤,白色,正常,加厚,宽松,长裤,41940,http://item.yohobuy.com/product/pro_390831_496979/YiShuZhongGuoFengDongJiNanKuJiaHouXiuXianKuZhiTongKuanSongMianMaKuZiYuanChuangChunSeChangKuNan50C061.html,,57f7cb7df90a8310f062ad05
裤装,休闲裤,蓝色,正常,中,正常,长裤,42608,http://item.yohobuy.com/product/pro_275273_355713/LALA504PT102.html,,57f7cb7df90a8310f062ad09
裤装,牛仔裤,黑色,正常,中,正常,长裤,42546,http://item.yohobuy.com/product/pro_271429_350895/BLACKJACKNiuZaiChangKuBJA504JN59BKX.html,,57f7cb7df90a8310f062ad08
裤装,运动裤,黑色,正常,,束脚,长裤,42618,http://item.yohobuy.com/product/pro_219929_291139/DOPEVANISHSWEATPANTSD0415P457BKBLACK.html,,57f7cb7ef90a8310f062ad0c
裤装,牛仔裤,蓝色,正常,中,正常,长裤,42262,http://item.yohobuy.com/product/pro_376233_479915/LEVIESJingDianWuDaiKuanNiuZaiKu168820062.html,窄脚裤,57f7cb7ff90a8310f062ad10
裤装,牛仔裤,蓝色,正常,中,正常,长裤,42056,http://item.yohobuy.com/product/pro_312837_402723/LIFEAFTERLIFENiuZaiChangKuLALA601JN72.html,,57f7cb7ff90a8310f062ad0e
裤装,牛仔裤,蓝色,正常,中,正常,长裤,42824,http://item.yohobuy.com/product/pro_275207_355571/LALA504JN128.html,,57f7cb81f90a8310f062ad15
裤装,牛仔裤,蓝色,正常,中,正常,,42520,http://item.yohobuy.com/product/pro_231789_304993/BJA503JN67NiuZaiChangKu.html,束口裤,57f7cb82f90a8310f062ad17
裤装,休闲裤,,正常,中,修身,长裤,42500,http://item.yohobuy.com/product/pro_392237_498439/IZODA11161PT204610XiuXianKu.html,窄脚裤,57f7cb83f90a8310f062ad1e
裤装,牛仔裤,黑色,正常,中,正常,长裤,42412,http://item.yohobuy.com/product/pro_241467_316403/C2H4XHYASETTuYaNiuZaiKuHei15FW105.html,,57f7cb82f90a8310f062ad1c
裤装,短裤,黑色,正常,薄,正常,短裤,42170,http://item.yohobuy.com/product/pro_398241_504807/SHUANGDOMINATORPANTSDuCaiZheHeiSeDuanKuP1.html,,57f7cb84f90a8310f062ad22
裤装,短裤,黑色,正常,中,正常,短裤,42482,http://item.yohobuy.com/product/pro_355713_454359/BLACKJACKXiuXianDuanKuBJA602SR73BKX.html,工装短裤,57f7cb84f90a8310f062ad24
裤装,休闲裤,绿色,正常,中,正常,长裤,42500,http://item.yohobuy.com/product/pro_275107_355305/LALA5049P117.html,束口裤,57f7cb85f90a8310f062ad26
裤装,牛仔裤,蓝色,正常,中,正常,长裤,42444,http://item.yohobuy.com/product/pro_312839_402725/LIFEAFTERLIFENiuZaiChangKuLALA601JN73.html,,57f7cb85f90a8310f062ad2a
裤装,休闲裤,绿色,正常,中,正常,长裤,42252,http://item.yohobuy.com/product/pro_408719_518955/DOPEKNOCKOUTPANELEDSWEATPANTSD1015P415OLVOLIVE.html,束口裤,57f7cb87f90a8310f062ad2e
裤装,休闲裤,黑色,正常,薄,正常,长裤,42206,http://item.yohobuy.com/product/pro_409739_520235/TOPPORTZhenZhiChangKuT6330A03.html,,57f7cb87f90a8310f062ad30
裤装,休闲裤,蓝色,正常,中,正常,长裤,42120,http://item.yohobuy.com/product/pro_382713_487569/STUSSYChangKu116271.html,束口裤,57f7cb88f90a8310f062ad32
裤装,休闲裤,棕色,正常,中,正常,长裤,41376,http://item.yohobuy.com/product/pro_271443_350909/BLACKJACKXiuXianChangKuBJA504PT63CFX.html,,57f7cb89f90a8310f062ad37
裤装,牛仔裤,,正常,中,正常,长裤,42306,http://item.yohobuy.com/product/pro_398829_505445/APASHOPFuGuZuoJiuNiuZaiKu212541069.html,,57f7cb88f90a8310f062ad31
裤装,休闲裤,蓝色,正常,中,正常,长裤,41376,http://item.yohobuy.com/product/pro_357369_456115/TEENTEAMTN16F020XiePaiJianYueZhiTongKu.html,,57f7cb8af90a8310f062ad3b
裤装,休闲裤,黑色,正常,中,正常,9分裤,42126,http://item.yohobuy.com/product/pro_312781_402553/LIFEAFTERLIFEXiuXianJiuFenKuLALA6019P90.html,束口裤,57f7cb8af90a8310f062ad3d
裤装,休闲裤,蓝色,正常,中,正常,长裤,41954,http://item.yohobuy.com/product/pro_406361_516099/TOPPORTT6428A02SuoZhiChangKu.html,束口裤,57f7cb8ff90a8310f062ad45
裤装,休闲裤,黑色,正常,中,正常,长裤,41872,http://item.yohobuy.com/product/pro_350567_448519/HARDLYEVERSXiuXianKuHEK7210A.html,束口裤,57f7cb8ff90a8310f062ad47
裤装,休闲裤,黑色,正常,中,正常,长裤,41990,http://item.yohobuy.com/product/pro_345193_442425/OVKLABXiuXianChangKuOVKA601PT37BKX.html,束口裤,57f7cb8ef90a8310f062ad42
裤装,短裤,蓝色,正常,薄,正常,短裤,41986,http://item.yohobuy.com/product/pro_394613_500911/LOSTTIMEFOUNDDuanKuLTF16SSSP3.html,沙滩裤,57f7cb8ff90a8310f062ad4a
裤装,休闲裤,黑色,正常,中,正常,长裤,41986,http://item.yohobuy.com/product/pro_348267_445927/STUSSYChangKu116261.html,束口裤,57f7cb90f90a8310f062ad4b
裤装,休闲裤,蓝色,正常,中,正常,9分裤,41896,http://item.yohobuy.com/product/pro_212241_282059/LALA5039P185XiuXianJiuFenKu.html,束口裤,57f7cb90f90a8310f062ad4e
裤装,短裤,棕色,正常,中,正常,短裤,41952,http://item.yohobuy.com/product/pro_409681_520175/FAIRWHALEJEANSDuanKuLei7162638073086.html,沙滩裤,57f7cb91f90a8310f062ad52
裤装,牛仔裤,黑色,正常,中,正常,9分裤,41734,http://item.yohobuy.com/product/pro_247467_323119/FuShiHui2015XiaJiXinPinKuanSongZhiTongDaMaZhongYaoNiuZaiKuChangKu3521815004.html,,57f7cb93f90a8310f062ad56
裤装,牛仔裤,蓝色,正常,中,正常,长裤,41882,http://item.yohobuy.com/product/pro_311963_401479/EVILDOERNiuZaiChangKuEVDA601JN48BLX.html,,57f7cb93f90a8310f062ad58
裤装,牛仔裤,黑色,,,,,41734,http://item.yohobuy.com/product/pro_259625_337345/FuShiHuiShouGongHongBianBuChiErDanNingNiuZaiKuZhiTongKuanSongDaMaNiuZaiKuChao3521815005.html,,57f7cb93f90a8310f062ad57
裤装,休闲裤,灰色,正常,中,正常,长裤,41934,http://item.yohobuy.com/product/pro_312021_401537/EVILDOERXiuXianChangKuEVDA601PT39GYX.html,束口裤,57f7cb94f90a8310f062ad5e
裤装,休闲裤,蓝色,正常,中,正常,7分裤,41684,http://item.yohobuy.com/product/pro_275071_355217/LALA5047P113.html,哈伦裤,57f7cb96f90a8310f062ad60
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,39142,http://item.yohobuy.com/product/pro_407759_517739/AGAMEMNONNiuZaiKuAG68122.html,,57f7cb9bf90a8310f062ad6b
裤装,休闲裤,棕色,正常,中,正常,长裤,41504,http://item.yohobuy.com/product/pro_247659_323319/FuShiHui2015XiaJiXinPinXiuXianKuNanShiChunMianZhongYaoKuanSongShiShangChangKu3521952002.html,,57f7cb9bf90a8310f062ad6c
裤装,牛仔裤,黑色,正常,中,正常,长裤,38866,http://item.yohobuy.com/product/pro_398309_504875/THNiuZaiXiaZhuangMDN291064.html,束口裤,57f7cb9cf90a8310f062ad71
裤装,休闲裤,灰色,正常,中,正常,长裤,41668,http://item.yohobuy.com/product/pro_348269_445935/STUSSYChangKu116266.html,束口裤,57f7cb9df90a8310f062ad73
裤装,牛仔裤,蓝色,正常,中,正常,长裤,41704,http://item.yohobuy.com/product/pro_342703_439773/KORAKUBLUE633VShenQianZiRanShuiXiChiErDanNing.html,,57f7cb9df90a8310f062ad75
裤装,短裤,,正常,薄,正常,短裤,41528,http://item.yohobuy.com/product/pro_405179_514653/YATLASXiuXianDuanKu52322012.html,,57f7cb9ff90a8310f062ad78
裤装,休闲裤,灰色,正常,中,正常,长裤,41296,http://item.yohobuy.com/product/pro_348265_445921/STUSSYChangKu116262.html,束口裤,57f7cba0f90a8310f062ad7a
裤装,休闲裤,,正常,薄,束脚,长裤,41448,http://item.yohobuy.com/product/pro_398291_504857/SANGELOTDXiuXianKuHTD11081U299.html,束口裤,57f7cba2f90a8310f062ad7d
裤装,休闲裤,绿色,正常,中,正常,长裤,41448,http://item.yohobuy.com/product/pro_271485_350959/BLACKJACKXiuXianChangKuBJA504PT78CA2.html,,57f7cba2f90a8310f062ad7c
裤装,休闲裤,,正常,中,正常,长裤,41448,http://item.yohobuy.com/product/pro_383895_488965/X13207162058001NanShiXiuXianKu.html,,57f7cba4f90a8310f062ad85
裤装,休闲裤,黑色,,,,,41102,http://item.yohobuy.com/product/pro_388859_494763/MODERNKINGX1JiaLiangJianJianCaiChangKu.html,,57f7cbaaf90a8310f062ad8c
裤装,休闲裤,黑色,正常,中,正常,长裤,41234,http://item.yohobuy.com/product/pro_266135_344413/EVILDOERXiuXianKuEVDA504PT70.html,,57f7cba5f90a8310f062ad87
裤装,休闲裤,黑色,正常,中,正常,长裤,41216,http://item.yohobuy.com/product/pro_268923_347943/PREPPYELITEXiuXianChangKuPEA504PT69BKX.html,束口裤,57f7cba6f90a8310f062ad88
裤装,牛仔裤,黑色,,,,,41154,http://item.yohobuy.com/product/pro_212329_282267/LALA503JN156NiuZaiChangKu.html,,57f7cba8f90a8310f062ad8b
裤装,牛仔裤,蓝色,正常,中,宽松,长裤,41020,http://item.yohobuy.com/product/pro_337825_433987/JUNRAGETiaoWenNiuZaiKuaDangKuJRPT15Lan.html,,57f7cbabf90a8310f062ad8d
裤装,休闲裤,黑色,正常,中,正常,长裤,41092,http://item.yohobuy.com/product/pro_285697_367531/HE75DENIMHE75408XiuXianKu.html,束口裤,57f7cbabf90a8310f062ad8e
裤装,休闲裤,黑色,正常,中,正常,长裤,40782,http://item.yohobuy.com/product/pro_311867_401383/FLYDXiuXianChangKuFLYDA601PT43BKX.html,束口裤,57f7cbb1f90a8310f062ad97
裤装,牛仔裤,蓝色,正常,中,正常,9分裤,40832,http://item.yohobuy.com/product/pro_333019_428183/FLYDNiuZaiChangKuFLYDA601JN31NAX.html,,57f7cbb0f90a8310f062ad95
裤装,休闲裤,灰色,正常,中,束脚,长裤,40980,http://item.yohobuy.com/product/pro_305641_391799/IZZUEXiuXianKuIZXPTN6721W55.html,束口裤,57f7cbb2f90a8310f062ad98
裤装,休闲裤,棕色,正常,中,正常,长裤,40628,http://item.yohobuy.com/product/pro_312031_401547/EVILDOERXiuXianChangKuEVDA601PT42KAX.html,束口裤,57f7cbb3f90a8310f062ad9b
裤装,休闲裤,黑色,正常,薄,修身,长裤,40560,http://item.yohobuy.com/product/pro_399359_505991/DuQiYanNAVELShanDianXiuXianKu6NL15049.html,窄脚裤,57f7cbb4f90a8310f062ad9d
裤装,牛仔裤,,正常,中,正常,长裤,40574,http://item.yohobuy.com/product/pro_361039_460055/SANGELOUDNiuZaiKuHUD11051U252.html,,57f7cbb6f90a8310f062ada3
裤装,牛仔裤,蓝色,正常,中,正常,长裤,40846,http://item.yohobuy.com/product/pro_295967_379027/MIRACLEKILLMK210510D59MIRACLEKILLQiuDongXinKuanJinSeShuangDaoLOGOCiXiuYuanSeChiErDanNingNiuZaiKuNanChangKu.html,,57f7cbbdf90a8310f062adae
裤装,休闲裤,黑色,正常,中,正常,长裤,40158,http://item.yohobuy.com/product/pro_366991_466489/CONNIVEXiuXianKuC16429BK.html,,57f7cbbef90a8310f062adb2
裤装,牛仔裤,蓝色,正常,中,正常,长裤,40498,http://item.yohobuy.com/product/pro_342789_439859/REIGN%20NanShiPoDongNiuZaiKu%20LanSe%20A06A026117JU.html,,57f7cbbff90a8310f062adb4
裤装,牛仔裤,,正常,,宽松,长裤,40498,http://item.yohobuy.com/product/pro_144653_200267/YuXiaPoDongNanYouChangKu5N0642.html,,57f7cbbff90a8310f062adb5
裤装,牛仔裤,蓝色,正常,中,正常,长裤,40498,http://item.yohobuy.com/product/pro_313047_403099/BLACKJACKNiuZaiChangKuBJA601JN59BLX.html,,57f7cbbff90a8310f062adb6
裤装,牛仔裤,,正常,中,正常,长裤,40498,http://item.yohobuy.com/product/pro_342793_439863/REIGN%20NanShiLanSeZhuaHenPoDongNiuZaiKu%20LanSe%20A06A026108YG.html,,57f7cbc0f90a8310f062adb7
裤装,休闲裤,黄色,正常,中,正常,长裤,40224,http://item.yohobuy.com/product/pro_102693_147827/HAPPYATOMICB040.html,束口裤,57f7cbc1f90a8310f062adbb
裤装,牛仔裤,蓝色,正常,中,正常,长裤,40498,http://item.yohobuy.com/product/pro_216321_287123/PREPPYELITEPEA503JN64DBL.html,,57f7cbc0f90a8310f062adb9
裤装,休闲裤,蓝色,正常,中,正常,7分裤,39922,http://item.yohobuy.com/product/pro_393665_499917/DRBLACKChangKuJY1532065.html,工装裤,57f7cbc2f90a8310f062adbf
裤装,休闲裤,白色,正常,中,正常,长裤,40360,http://item.yohobuy.com/product/pro_312881_402821/LIFEAFTERLIFEXiuXianChangKuLALA601PT80.html,,57f7cbc1f90a8310f062adbd
裤装,休闲裤,蓝色,正常,中,正常,长裤,39960,http://item.yohobuy.com/product/pro_310683_400113/SHAPELESSXiuXianChangKuSLSA601PT42BLX.html,窄脚裤,57f7cbc3f90a8310f062adc2
裤装,休闲裤,黑色,正常,中,宽松,长裤,39394,http://item.yohobuy.com/product/pro_244075_319337/KZTChangKuSHB2HeiBai.html,束口裤,57f7cbc1f90a8310f062adbe
裤装,牛仔裤,黑色,正常,中,正常,长裤,40030,http://item.yohobuy.com/product/pro_345167_442399/OVKLABNiuZaiChangKuOVKA601JN40BKX.html,,57f7cbc5f90a8310f062adc7
裤装,牛仔裤,蓝色,正常,中,正常,长裤,40318,http://item.yohobuy.com/product/pro_212321_282255/LALA503JN152NiuZaiChangKu.html,,57f7cbc7f90a8310f062add0
裤装,休闲裤,蓝色,正常,加厚,宽松,长裤,39886,http://item.yohobuy.com/product/pro_390829_496977/YiShuZhongGuoFengDongJiNanKuJiaHouXiuXianKuZhiTongKuanSongMianMaKuZiYuanChuangChunSeChangKuNan50C061.html,,57f7cbd3f90a8310f062add5
裤装,休闲裤,黑色,正常,中,正常,长裤,39956,http://item.yohobuy.com/product/pro_318165_409269/TOPPORTSuoZhiChangKuT4828A02G0.html,,57f7cbd5f90a8310f062add7
裤装,休闲裤,黑色,高腰,中,正常,长裤,40058,http://item.yohobuy.com/product/pro_271487_350961/BLACKJACKXiuXianChangKuBJA504PT78BKX.html,,57f7cbd8f90a8310f062adda
裤装,休闲裤,灰色,正常,中,正常,9分裤,39944,http://item.yohobuy.com/product/pro_312777_402541/LIFEAFTERLIFEXiuXianJiuFenKuLALA6019P88.html,,57f7cbd9f90a8310f062addd
裤装,休闲裤,黑色,正常,中,正常,长裤,39708,http://item.yohobuy.com/product/pro_382959_487865/UNDEFEATEDChangKu516115.html,束口裤,57f7cbdaf90a8310f062ade3
裤装,休闲裤,蓝色,正常,中,正常,长裤,39686,http://item.yohobuy.com/product/pro_257649_335023/DUSTYBuKuDU153PA006BL.html,束口裤,57f7cbdaf90a8310f062ade1
裤装,牛仔裤,黑色,正常,中,正常,长裤,39570,http://item.yohobuy.com/product/pro_333337_428557/STROLLER14AngSiYuanBuBianDanNingChangKuWeiTuoJiangSRBT15025A.html,,57f7cbdcf90a8310f062ade9
裤装,牛仔裤,,正常,中,修身,长裤,38886,http://item.yohobuy.com/product/pro_316139_406747/THETHING1610720104XiaoZhiTongNiuZaiKu.html,,57f7cbddf90a8310f062adeb
裤装,休闲裤,棕色,正常,中,束脚,长裤,39852,http://item.yohobuy.com/product/pro_290609_372849/LIGHTNINGBEARManYinShanDianXiuXianKu1530910063.html,束口裤,57f7cbdef90a8310f062aded
裤装,休闲裤,蓝色,正常,厚,正常,长裤,39468,http://item.yohobuy.com/product/pro_296455_379725/STROLLERSRBT15022ATeHouShuangJingXieJunShiBeiKeChangKuXiShui.html,,57f7cbe0f90a8310f062adf0
裤装,休闲裤,黑色,正常,中,正常,长裤,39468,http://item.yohobuy.com/product/pro_296443_379713/TOPPORTEShuangShiYiZhuanGongKuanPaiSuoZhiChangKuT5428A03.html,,57f7cbe0f90a8310f062adf1
裤装,休闲裤,棕色,正常,中,宽松,长裤,39388,http://item.yohobuy.com/product/pro_337635_433783/HAMCMaDaiCiXiuBuDingXiJiuMoPoYunDongKu152010BR.html,立体剪裁,57f7cbe3f90a8310f062adf4
裤装,休闲裤,蓝色,正常,中,正常,长裤,39320,http://item.yohobuy.com/product/pro_275275_355719/LALA504PT103.html,,57f7cbe3f90a8310f062adf5
裤装,打底裤/紧身裤,白色,正常,,修身,长裤,39278,http://item.yohobuy.com/product/pro_222031_293609/GAWSGAWSA503LI60DaDiKuJinShenKu.html,,57f7cbe4f90a8310f062adf9
裤装,牛仔裤,蓝色,正常,中,修身,长裤,38518,http://item.yohobuy.com/product/pro_373361_475919/ABLEJEANSNanShiVN3DLOWNiuZaiChangKu273801025021.html,,57f7cbe3f90a8310f062adf7
裤装,休闲裤,黑色,正常,薄,正常,9分裤,38528,http://item.yohobuy.com/product/pro_311783_401299/FLYDXiuXianQiFenKuFLYDA6017P02BKX.html,,57f7cbe5f90a8310f062adff
裤装,休闲裤,绿色,正常,厚,宽松,长裤,39160,http://item.yohobuy.com/product/pro_348255_445901/STUSSYChangKu116255.html,,57f7cbe6f90a8310f062ae01
裤装,休闲裤,蓝色,正常,中,正常,长裤,39064,http://item.yohobuy.com/product/pro_343165_440235/JASONWOOD161118204CangLanXiuXianKu.html,窄脚裤,57f7cbe6f90a8310f062ae00
裤装,牛仔裤,蓝色,正常,中,正常,长裤,39472,http://item.yohobuy.com/product/pro_364283_463517/KORAKUBLUELianMingDanNingShuiXiNiuZaiKuKYD02.html,,57f7cbe7f90a8310f062ae07
裤装,休闲裤,黑色,正常,中,正常,长裤,39468,http://item.yohobuy.com/product/pro_387931_493697/GOGOHARRISChaoLiuZhuangSeKongQiCengWeiKuGG17016M.html,,57f7cbe7f90a8310f062ae09
裤装,休闲裤,黑色,正常,中,正常,长裤,40024,http://item.yohobuy.com/product/pro_348257_445905/STUSSYChangKu116257.html,,57f7cbe8f90a8310f062ae0a
裤装,休闲裤,灰色,正常,中,正常,7分裤,39418,http://item.yohobuy.com/product/pro_312737_402417/LIFEAFTERLIFEXiuXianQiFenKuLALA6017P85.html,,57f7cbeaf90a8310f062ae0c
裤装,牛仔裤,蓝色,正常,中,正常,长裤,37280,http://item.yohobuy.com/product/pro_317233_407893/AGAMEMNONAG680381NanZhuangNiuZaiKu.html,,57f7cbebf90a8310f062ae0f
裤装,休闲裤,黑色,正常,中,宽松,长裤,36794,http://item.yohobuy.com/product/pro_364273_463507/TMCAZP52SanDaiHeiSeShuJiaoKuTMCAZP52.html,束口裤,57f7cbecf90a8310f062ae13
裤装,休闲裤,黑色,正常,厚,宽松,长裤,37506,http://item.yohobuy.com/product/pro_351611_449593/YiShuXinKuanNanShiDongJiKuanSongYaMaKuXiaoJiaoXiuXianKuZiChangKuYuanChuangNanKuZhongGuoFengNanZhuang10C136.html,窄脚裤,57f7cbf0f90a8310f062ae19
裤装,休闲裤,黑色,正常,中,束脚,长裤,38428,http://item.yohobuy.com/product/pro_349959_447809/HE75DENIMXiuXianKuHE75413A.html,束口裤,57f7cbeef90a8310f062ae18
裤装,休闲裤,绿色,正常,中,束脚,长裤,38714,http://item.yohobuy.com/product/pro_311127_400565/EIGHTGUYSXiuXianChangKuEGPTA60159GRX.html,束口裤,57f7cbf3f90a8310f062ae1c
裤装,牛仔裤,蓝色,正常,中,正常,长裤,38338,http://item.yohobuy.com/product/pro_203963_272665/DIESEL00SFE30670U01NiuZaiKu.html,,57f7cbf3f90a8310f062ae1e
裤装,休闲裤,彩色,正常,中,宽松,长裤,38806,http://item.yohobuy.com/product/pro_107907_154125/NASIRMAZHARGREENBLACKANDCREAMSTRIPEJEANSJEANS005.html,,57f7cbf5f90a8310f062ae26
裤装,短裤,蓝色,正常,薄,正常,短裤,38942,http://item.yohobuy.com/product/pro_198447_266075/HYSTRAIGHTSHMWKSTBRT6.html,,57f7cbf5f90a8310f062ae25
裤装,休闲裤,黑色,正常,中,正常,长裤,38532,http://item.yohobuy.com/product/pro_313953_404009/PREPPYELITEXiuXianChangKuPEA601PT33BKX.html,束口裤,57f7cbfbf90a8310f062ae2f
裤装,休闲裤,灰色,正常,中,正常,长裤,38520,http://item.yohobuy.com/product/pro_314137_404281/VISIBLEXiuXianChangKuVSBA601PT19GYX.html,,57f7cbfdf90a8310f062ae35
裤装,休闲裤,蓝色,正常,中,正常,长裤,37522,http://item.yohobuy.com/product/pro_320389_412027/VISIBLEXiuXianChangKuVSBA601PT19NAX.html,,57f7cbfdf90a8310f062ae36
裤装,休闲裤,白色,正常,中,正常,9分裤,37638,http://item.yohobuy.com/product/pro_312779_402547/LIFEAFTERLIFEXiuXianJiuFenKuLALA6019P89.html,束口裤,57f7cbfef90a8310f062ae38
裤装,休闲裤,蓝色,正常,中,宽松,长裤,38904,http://item.yohobuy.com/product/pro_364275_463509/TMCAZP53SanDaiCangQingSeShuJiaoKuTMCAZP53.html,束口裤,57f7cc00f90a8310f062ae3f
裤装,休闲裤,黑色,正常,中,正常,长裤,38898,http://item.yohobuy.com/product/pro_358349_457129/CRIMINALDAMAGEMOUNTJOGGERXiuXianKu6003176.html,束口裤,57f7cc01f90a8310f062ae41
裤装,牛仔裤,蓝色,正常,中,正常,9分裤,38898,http://item.yohobuy.com/product/pro_385875_491079/ABLEJEANSNanShi3DSLIM45NiuZaiChangKu273801029004.html,,57f7cc02f90a8310f062ae46
裤装,牛仔裤,蓝色,正常,中,正常,长裤,38796,http://item.yohobuy.com/product/pro_268959_347979/PREPPYELITENiuZaiChangKuPEA504JN78LBL.html,束口裤,57f7cc03f90a8310f062ae47
裤装,休闲裤,黑色,正常,中,正常,长裤,38462,http://item.yohobuy.com/product/pro_336687_432553/TAKAORIGINALMaoNeShouKouKuP15530.html,窄脚裤,57f7cc09f90a8310f062ae54
裤装,休闲裤,绿色,正常,中,正常,9分裤,38146,http://item.yohobuy.com/product/pro_312765_402501/LIFEAFTERLIFEXiuXianJiuFenKuLALA6019P79.html,束口裤,57f7cc0bf90a8310f062ae58
裤装,休闲裤,绿色,,,,,38462,http://item.yohobuy.com/product/pro_212403_282427/LALA503PT167XiuXianChangKu.html,,57f7cc09f90a8310f062ae56
裤装,短裤,彩色,正常,中,正常,短裤,37888,http://item.yohobuy.com/product/pro_233619_307063/SANKUANZDuanKuSKZ16SSP0712.html,,57f7cc0bf90a8310f062ae59
裤装,休闲裤,黑色,正常,中,正常,长裤,37918,http://item.yohobuy.com/product/pro_303951_389369/STUSSYChangKu116244.html,,57f7cc0ff90a8310f062ae61
裤装,休闲裤,蓝色,正常,中,正常,长裤,37966,http://item.yohobuy.com/product/pro_212215_281983/LALA5039P163XiuXianJiuFenKu.html,,57f7cc13f90a8310f062ae6b
裤装,休闲裤,黑色,正常,中,束脚,长裤,37570,http://item.yohobuy.com/product/pro_365193_464485/IZZUEXiuXianKuIZXPTL6711S66.html,束口裤,57f7cc14f90a8310f062ae6d
裤装,牛仔裤,蓝色,正常,中,正常,长裤,37352,http://item.yohobuy.com/product/pro_349141_446925/DIAMONDSUPPLYCOD14DBA01ChangKu.html,,57f7cc15f90a8310f062ae70
裤装,休闲裤,蓝色,正常,薄,正常,长裤,37566,http://item.yohobuy.com/product/pro_376007_479689/THETHING161071T008XiuXianKu.html,束口裤,57f7cc17f90a8310f062ae72
裤装,休闲裤,,正常,中,宽松,9分裤,37912,http://item.yohobuy.com/product/pro_380221_484905/SIMON%20GAO%20HeiSeJiuFenKu.html,,57f7cc19f90a8310f062ae75
裤装,休闲裤,灰色,正常,中,正常,长裤,37944,http://item.yohobuy.com/product/pro_314027_404099/UNDEFEATEDChangKu516096.html,束口裤,57f7cc1af90a8310f062ae7c
裤装,休闲裤,黑色,正常,中,宽松,长裤,38088,http://item.yohobuy.com/product/pro_312025_401541/EVILDOERXiuXianChangKuEVDA601PT41BKX.html,,57f7cc1bf90a8310f062ae7e
裤装,牛仔裤,蓝色,正常,中,正常,长裤,37718,http://item.yohobuy.com/product/pro_364719_463979/ABLEJEANSNanShiVN3DLOWNiuZaiChangKu272801014004.html,,57f7cc1df90a8310f062ae85
裤装,休闲裤,绿色,正常,中,正常,长裤,37672,http://item.yohobuy.com/product/pro_359741_458663/TOPPORTSuoZhiChangKuT6128A02.html,,57f7cc1bf90a8310f062ae82
裤装,休闲裤,黑色,正常,中,宽松,长裤,37720,http://item.yohobuy.com/product/pro_376267_479951/SOUTHFINESSXiuXianKuSF1607.html,束口裤,57f7cc1ef90a8310f062ae8a
裤装,休闲裤,黑色,正常,薄,正常,长裤,37164,http://item.yohobuy.com/product/pro_370887_472667/GuiXiDeTiZhiSuoKouChangKu5J4530.html,束口裤,57f7cc1ff90a8310f062ae8c
